State,Year,State_Year,Gender,Leading_Cancer_Sites,Incidence_Counts,Incidence_Age_Adjusted_Rate,Death_Counts,Mortality_Age_Adjusted_Rate,Mortality_Incidence_Age_Adjusted_Rate_Ratio,Population,%_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,%_Low_birthweight,%_Adult_smoking,%_Adults_with_Obesity,%_Physically_Inactive,%_Excessive_Drinking,%_Uninsured,Primary_Care_Physicians_Rate,Mental_Health_Provider_Rate,%_With_Annual_Mammogram,%_Unemployed,%_Children_in_Poverty,Average_Daily_PM2.5,%_Severe_Housing_Problems,%_Adults_with_Diabetes,Median_Household_Income,%_Less_Than_18_Years_of_Age,%_65_and_Over,%_Black,%_American_Indian_&_Alaska_Native,%_Asian,%_Native_Hawaiian/Other_Pacific_Islander,%_Hispanic,%_Non_Hispanic_White,%_Female,%_Rural,Region
Delaware,2016,Delaware2016,Male,Prostate,764,122.75,100,18.75,0.153,459497,16.2,3.48,3.79,8.28,17.37,30.5,25.23,15.86,9.76,65.23,188.32,70.57,5.03,20.1,9.4,15.83,11.67,58722,21.53,18.37,20.16,0.79,3.0,0.11,8.64,65.51,51.62,24.29,South
Delaware,2017,Delaware2017,Male,Prostate,805,125.88,82,14.82,0.118,463336,15.96,3.38,3.69,8.51,17.5,31.47,27.27,17.07,7.46,64.15,201.23,70.57,19.5,9.4,15.74,15.74,12.33,59286,21.36,18.96,20.34,0.78,3.06,0.11,8.67,65.21,51.66,24.29,South
Delaware,2018,Delaware2018,Male,Prostate,830,123.54,102,18.22,0.147,467559,15.96,3.38,3.69,8.55,17.5,31.67,26.83,17.07,7.41,63.53,211.54,48.0,4.68,19.0,9.5,15.61,12.2,61692,21.17,19.48,20.53,0.76,3.18,0.11,8.84,64.7,51.65,24.29,South
Delaware,2019,Delaware2019,Male,Prostate,914,132.49,108,18.33,0.138,472097,17.99,3.65,4.27,8.72,17.03,30.9,27.7,16.83,6.08,71.83,262.21,48.0,3.76,17.6,9.3,14.84,11.5,65467,21.05,18.72,21.87,0.67,4.09,0.11,9.51,61.94,51.62,16.7,South
Delaware,2020,Delaware2020,Male,Prostate,859,119.47,110,18.36,0.154,476740,16.27,3.7,4.16,8.89,17.45,32.4,27.3,19.81,6.78,74.96,282.2,48.0,3.78,16.3,7.3,14.33,11.8,70348,20.91,19.4,22.04,0.67,4.09,0.11,9.59,61.65,51.65,16.7,South
District of Columbia,2010,District of Columbia2010,Male,Prostate,507,194.95,71,34.15,0.175,285974,12.8,3.0,2.9,11.35,18.5,21.2,19.9,19.5,13.4,208.45,161.34,60.19,10.2,25.8,7.0,40.6,8.3,58553,19.0,11.7,54.0,0.4,3.2,0.1,8.8,33.5,52.8,0.0,South
District of Columbia,2011,District of Columbia2011,Male,Prostate,553,203.74,82,36.83,0.181,293695,12.6,2.9,2.9,11.1,17.6,21.5,19.7,19.0,8.2,208.45,161.3,63.42,9.9,31.1,7.0,40.26,8.2,60729,19.0,11.7,54.0,0.4,3.2,0.1,8.8,33.5,52.8,0.0,South
District of Columbia,2012,District of Columbia2012,Male,Prostate,467,168.0,74,31.45,0.187,301023,12.4,2.9,2.9,10.8,16.7,21.5,19.7,19.3,9.0,117.04,165.97,66.65,10.2,30.9,12.4,40.23,8.2,62087,17.04,11.36,49.22,0.55,3.73,0.14,9.51,35.32,52.71,0.0,South
District of Columbia,2013,District of Columbia2013,Male,Prostate,361,127.0,77,32.59,0.257,309137,12.2,2.9,2.9,10.7,15.7,21.0,18.7,19.6,8.28,117.15,321.48,63.46,8.94,29.3,12.65,21.74,8.1,65231,17.31,11.37,49.34,0.54,3.72,0.15,9.58,35.19,52.7,0.0,South
District of Columbia,2014,District of Columbia2014,Male,Prostate,364,126.86,72,30.68,0.242,315215,12.2,2.9,2.9,10.5,15.7,21.5,17.5,19.6,6.98,113.87,393.53,63.93,8.31,29.3,12.65,21.98,8.2,66326,17.24,11.36,47.93,0.56,3.87,0.15,10.14,35.78,52.63,0.0,South
District of Columbia,2015,District of Columbia2015,Male,Prostate,347,116.57,64,26.26,0.225,321166,12.7,2.8,3.2,10.21,15.8,22.1,17.0,24.9,7.58,115.86,415.7,66.0,7.79,28.9,12.65,21.96,8.3,69992,17.5,11.35,47.44,0.56,4.02,0.15,10.37,35.84,52.56,0.0,South
District of Columbia,2016,District of Columbia2016,Male,Prostate,383,125.9,74,29.18,0.232,326511,12.62,3.22,3.35,10.04,16.24,22.4,16.7,26.16,5.94,113.37,438.39,62.39,6.91,28.3,10.9,22.07,8.1,73115,17.57,11.46,46.7,0.56,4.21,0.16,10.58,36.15,52.61,0.0,South
District of Columbia,2017,District of Columbia2017,Male,Prostate,446,146.89,57,22.26,0.152,330743,13.03,3.01,3.54,9.95,16.69,22.8,17.4,28.0,4.3,114.84,436.31,62.39,27.6,10.9,21.56,21.56,8.0,74093,17.75,11.55,46.15,0.62,4.15,0.15,10.93,36.43,52.55,0.0,South
District of Columbia,2018,District of Columbia2018,Male,Prostate,426,135.69,90,32.66,0.241,334326,13.03,3.01,3.54,9.99,16.69,23.1,16.9,28.0,4.08,117.74,451.46,33.0,6.05,26.2,9.7,21.23,8.2,80153,17.94,12.07,45.54,0.6,4.29,0.14,11.03,36.8,52.56,0.0,South
District of Columbia,2019,District of Columbia2019,Male,Prostate,428,132.72,61,22.06,0.166,335860,13.03,2.89,3.56,9.93,15.97,23.5,18.4,27.31,4.3,117.44,484.59,35.0,5.55,24.5,9.7,21.46,8.1,82533,18.15,12.14,44.89,0.61,4.42,0.14,11.28,37.05,52.55,0.0,South
District of Columbia,2020,District of Columbia2020,Male,Prostate,352,111.83,79,28.42,0.254,337932,14.69,3.28,4.17,9.96,15.38,24.0,17.4,23.45,3.55,117.59,514.49,34.0,5.49,20.8,10.3,20.94,8.1,90395,18.16,12.38,44.39,0.59,4.46,0.13,11.26,37.46,52.57,0.0,South
Florida,2010,Florida2010,Male,Prostate,15874,134.02,2068,18.68,0.139,9212261,17.93,4.01,3.69,8.47,22.74,27.23,26.74,15.37,26.65,54.42,29.06,65.57,10.17,22.14,0.82,35.49,10.36,43843,21.14,17.67,14.91,0.72,1.44,0.06,12.04,70.83,48.33,41.2,South
Florida,2011,Florida2011,Male,Prostate,15835,130.09,2096,18.29,0.141,9319031,17.78,3.97,3.72,8.52,22.21,29.57,26.71,15.27,24.94,56.09,16.81,67.03,11.04,26.99,0.82,35.26,11.26,41808,21.14,17.67,14.91,0.72,1.44,0.06,12.04,70.83,48.33,41.2,South
Florida,2012,Florida2012,Male,Prostate,13999,111.49,2061,17.35,0.156,9437047,18.06,4.04,3.85,8.54,21.64,29.52,26.67,15.51,23.64,50.35,22.3,66.41,10.24,27.9,8.63,35.96,11.25,41436,20.51,18.56,14.29,0.7,1.58,0.09,12.98,69.27,48.61,37.08,South
Florida,2013,Florida2013,Male,Prostate,14809,114.97,2144,17.36,0.151,9560101,18.75,4.29,4.06,8.56,20.39,29.78,26.81,14.8,23.24,50.15,74.66,64.24,8.62,28.79,11.46,17.96,11.6,42002,20.29,19.29,14.18,0.69,1.56,0.09,12.79,69.58,48.58,37.5,South
Florida,2014,Florida2014,Male,Prostate,14620,109.66,2162,16.93,0.154,9707653,18.75,4.29,4.06,8.51,20.39,29.94,26.41,14.8,22.4,51.3,82.31,63.87,7.25,28.99,11.46,18.6,11.88,42896,20.04,19.86,14.27,0.72,1.65,0.1,13.2,68.89,48.6,37.5,South
Florida,2015,Florida2015,Male,Prostate,14657,105.96,2190,16.44,0.155,9888249,16.54,3.86,3.96,8.41,17.93,30.01,27.11,18.76,22.89,52.78,88.75,65.3,6.56,27.25,11.46,18.9,11.21,44085,19.84,20.36,14.31,0.73,1.7,0.1,13.46,68.5,48.61,37.5,South
Florida,2016,Florida2016,Male,Prostate,15064,104.96,2221,16.13,0.154,10087052,16.44,4.03,4.14,8.4,17.02,29.82,26.66,17.66,19.73,53.14,94.26,64.51,5.66,27.28,7.45,18.5,12.03,45390,19.72,20.81,14.29,0.73,1.73,0.1,13.71,68.18,48.7,37.5,South
Florida,2017,Florida2017,Male,Prostate,14559,98.12,2409,16.75,0.171,10256426,19.28,4.29,4.12,8.51,18.0,29.85,27.06,18.1,16.06,52.95,99.18,64.51,25.08,7.45,18.11,18.11,12.04,47004,19.61,21.25,14.2,0.75,1.74,0.1,13.89,68.06,48.71,37.5,South
Florida,2018,Florida2018,Male,Prostate,15604,102.62,2463,16.51,0.161,10391264,19.28,4.29,4.12,8.53,18.0,30.65,29.25,18.1,15.29,51.28,105.47,40.6,4.34,24.52,8.39,17.41,12.57,49016,19.49,21.66,14.18,0.74,1.78,0.11,14.28,67.62,48.78,37.5,South
Florida,2019,Florida2019,Male,Prostate,15485,99.16,2446,15.83,0.16,10504982,17.48,3.72,3.97,8.65,16.09,26.6,25.9,17.13,15.95,72.51,160.79,43.0,3.57,20.0,8.2,20.07,10.6,55433,19.86,20.46,15.54,0.5,2.97,0.11,26.12,53.52,51.12,8.84,South
Florida,2020,Florida2020,Male,Prostate,13097,81.5,2454,15.45,0.19,10620180,19.51,4.01,4.16,8.68,14.89,27.2,25.8,19.73,16.14,72.22,169.02,43.0,3.1,18.2,7.7,19.51,10.8,59198,19.69,20.94,15.53,0.51,2.96,0.11,26.37,53.25,51.13,8.84,South
Georgia,2010,Georgia2010,Male,Prostate,6637,152.12,774,25.59,0.168,4741350,18.98,4.08,3.74,9.82,21.32,29.93,27.16,10.8,22.55,50.24,28.5,61.14,10.45,26.68,2.49,31.54,11.71,41186,25.14,13.03,28.1,0.34,0.95,0.05,5.29,65.28,50.51,63.56,South
Georgia,2011,Georgia2011,Male,Prostate,6695,148.3,760,24.11,0.163,4787121,18.46,4.11,3.7,9.97,20.4,30.82,27.64,10.25,22.38,52.9,9.47,63.94,11.15,31.16,2.49,30.71,11.8,39196,25.14,13.03,28.1,0.34,0.95,0.05,5.29,65.28,50.51,63.56,South
Georgia,2012,Georgia2012,Male,Prostate,5989,127.05,758,22.58,0.178,4835176,18.48,4.05,3.56,10.18,20.11,30.8,27.62,10.54,22.45,46.36,16.38,61.83,10.77,32.6,12.17,31.4,11.79,38842,24.13,13.93,27.87,0.46,1.17,0.11,6.03,63.47,50.35,60.27,South
Georgia,2013,Georgia2013,Male,Prostate,5995,122.49,800,22.86,0.187,4865905,19.15,4.08,3.7,10.23,21.16,31.16,28.36,13.97,22.34,47.19,40.01,59.8,10.06,33.05,12.83,15.77,12.35,39549,23.89,14.66,27.72,0.45,1.15,0.1,5.94,63.74,50.34,60.49,South
Georgia,2014,Georgia2014,Male,Prostate,5704,112.99,803,22.15,0.196,4908947,19.15,4.08,3.7,10.19,21.16,31.35,28.12,13.97,21.39,47.53,56.91,60.08,9.23,33.24,12.83,16.43,12.43,40594,23.48,15.21,27.73,0.48,1.25,0.11,6.18,63.28,50.3,60.49,South
Georgia,2015,Georgia2015,Male,Prostate,6379,121.84,804,21.08,0.173,4960439,19.42,4.17,4.04,10.15,17.95,31.52,28.49,14.57,21.63,47.36,59.73,59.75,8.13,32.47,12.83,16.65,13.01,41210,23.27,15.72,27.8,0.49,1.3,0.12,6.29,63.0,50.3,60.49,South
Georgia,2016,Georgia2016,Male,Prostate,7258,134.79,889,22.48,0.167,5017995,19.61,4.23,3.99,10.15,18.39,31.39,27.12,15.25,18.93,47.11,64.67,60.13,6.65,31.96,9.93,16.84,12.69,42510,23.06,16.21,27.81,0.5,1.37,0.13,6.42,62.75,50.29,60.49,South
Georgia,2017,Georgia2017,Male,Prostate,7464,134.26,895,21.49,0.16,5067956,20.09,4.21,4.01,10.02,19.84,31.93,27.41,14.97,16.77,47.35,69.1,60.13,30.4,9.93,16.78,16.78,13.02,44018,22.88,16.6,27.83,0.51,1.39,0.12,6.54,62.56,50.31,60.49,South
Georgia,2018,Georgia2018,Male,Prostate,7747,134.62,924,21.25,0.158,5115616,20.09,4.21,4.01,10.01,19.84,32.02,27.54,14.97,16.03,46.72,72.8,39.55,5.33,28.72,10.74,16.52,13.62,45690,22.66,17.09,27.91,0.54,1.44,0.12,6.72,62.2,50.36,60.49,South
Georgia,2019,Georgia2019,Male,Prostate,8415,142.89,960,20.94,0.147,5165685,18.02,3.4,3.86,9.64,17.45,32.0,27.5,14.4,15.53,65.45,137.75,40.0,3.94,21.0,10.9,16.94,11.8,58634,23.82,13.88,31.5,0.52,4.31,0.12,9.76,52.39,51.37,24.93,South
Georgia,2020,Georgia2020,Male,Prostate,7672,127.01,954,20.03,0.158,5201549,18.42,3.95,4.18,9.74,16.34,32.3,26.4,16.81,15.9,66.3,144.77,41.0,3.42,19.5,9.6,16.34,12.0,61950,23.58,14.29,31.64,0.53,4.37,0.12,9.88,52.02,51.4,24.93,South
Hawaii,2010,Hawaii2010,Male,Prostate,771,103.97,107,15.62,0.15,683296,14.05,2.95,2.83,7.8,17.38,22.0,17.78,19.43,11.88,79.57,20.82,58.23,8.33,12.3,8.565506445672192,40.7,8.6,62016,18.18,11.26,1.36,0.48,29.24,16.9,9.32,42.7,48.58,34.96,West
Hawaii,2011,Hawaii2011,Male,Prostate,808,104.5,99,13.48,0.129,691034,14.43,3.0,2.9,7.85,17.18,23.56,18.04,20.28,9.33,79.57,11.12,61.95,8.1,17.28,8.565506445672192,34.23,8.24,55721,18.18,11.26,1.36,0.48,29.24,16.9,9.32,42.7,48.58,34.96,West
Hawaii,2012,Hawaii2012,Male,Prostate,685,84.21,96,12.83,0.152,699593,14.32,3.0,2.88,7.88,16.52,23.33,18.1,20.26,9.88,71.59,232.27,64.5,7.8,19.32,8.565506445672192,36.26,8.26,57694,18.65,17.26,0.97,0.41,28.92,16.78,8.44,27.03,50.4,29.06,West
Hawaii,2013,Hawaii2013,Male,Prostate,661,79.3,91,11.94,0.151,707258,14.43,3.1,2.93,7.93,16.1,23.06,19.0,20.55,9.4,67.27,116.63,59.96,6.8,19.25,8.565506445672192,23.95,9.16,58681,17.66,18.23,0.76,0.38,27.06,18.19,8.28,27.74,50.53,33.26,West
Hawaii,2014,Hawaii2014,Male,Prostate,689,80.65,113,14.14,0.175,711074,14.43,3.1,2.93,7.95,16.1,22.94,18.68,20.55,8.65,65.58,145.51,62.86,5.47,16.85,8.565506445672192,24.98,8.96,59537,17.74,18.75,0.94,0.42,26.73,17.91,8.73,27.77,50.4,33.26,West
Hawaii,2015,Hawaii2015,Male,Prostate,775,88.44,126,15.13,0.171,715211,14.26,3.16,2.9,7.86,14.06,22.46,19.8,20.54,8.8,66.74,152.79,62.5,4.75,17.63,8.565506445672192,27.34,10.58,62418,17.64,19.03,1.02,0.44,26.46,18.02,8.93,27.73,50.32,33.26,West
Hawaii,2016,Hawaii2016,Male,Prostate,850,94.75,120,14.27,0.151,718175,13.09,3.06,2.88,7.84,13.73,21.9,18.72,19.84,6.7,67.52,163.2,63.26,3.93,17.8,8.565506445672192,27.45,8.76,67566,17.63,20.19,1.08,0.44,26.34,18.05,9.15,27.64,50.25,33.26,West
Hawaii,2017,Hawaii2017,Male,Prostate,910,99.73,128,14.39,0.144,715536,13.43,3.21,3.21,7.88,13.08,21.88,20.06,19.56,5.24,65.97,170.91,63.26,12.83,15.85,27.03,27.03,9.02,66890,17.52,21.7,0.88,0.41,26.55,18.55,9.13,26.78,50.72,33.26,West
Hawaii,2018,Hawaii2018,Male,Prostate,1073,113.84,147,16.7,0.147,713382,13.43,3.21,3.21,7.99,13.08,22.82,19.36,19.56,4.75,66.76,177.49,37.5,2.49,13.9,8.565506445672192,25.41,10.16,72186,17.4,22.54,0.88,0.38,26.82,18.1,9.22,26.83,50.61,33.26,West
Hawaii,2019,Hawaii2019,Male,Prostate,1025,106.3,109,11.96,0.113,709196,14.16,3.43,3.23,8.28,12.79,23.7,20.5,21.13,4.63,87.56,249.21,42.0,2.45,11.8,8.565506445672192,27.07,10.3,80527,21.36,18.37,1.97,0.4,37.64,10.19,10.66,21.76,49.95,8.07,West
Hawaii,2020,Hawaii2020,Male,Prostate,892,90.36,164,17.32,0.192,704366,15.43,3.22,3.38,8.31,14.39,24.6,19.6,22.95,4.72,88.7,260.83,41.0,2.71,11.2,4.3,26.72,11.1,83734,21.18,18.96,1.96,0.39,37.59,10.14,10.66,21.66,49.99,8.07,West
Idaho,2010,Idaho2010,Male,Prostate,1194,146.68,156,23.74,0.162,786849,15.79,3.61,3.36,6.59,18.21,26.51,22.94,14.3,22.59,46.28,5.11,57.53,8.05,18.81,9.82,28.29,8.57,44286,26.41,14.28,0.54,1.83,0.63,0.1,11.64,85.26,49.39,62.58,West
Idaho,2011,Idaho2011,Male,Prostate,1228,145.62,164,24.57,0.169,793303,15.78,3.59,3.33,6.59,17.68,27.61,23.53,14.08,21.94,49.66,2.92,59.6,9.68,21.8,9.82,27.8,8.87,41749,26.41,14.28,0.54,1.83,0.63,0.1,11.64,85.26,49.39,62.58,West
Idaho,2012,Idaho2012,Male,Prostate,1045,122.6,153,21.84,0.178,799097,15.9,3.69,3.31,6.63,17.18,27.59,23.46,13.88,23.1,50.63,16.92,57.45,9.14,23.59,8.11,28.93,8.85,42170,26.11,15.34,0.41,1.88,0.76,0.14,12.05,83.85,49.12,60.75,West
Idaho,2013,Idaho2013,Male,Prostate,944,106.15,158,21.9,0.206,807413,16.02,3.73,3.45,6.62,16.75,27.64,22.66,14.43,21.73,52.51,69.57,54.61,7.59,23.21,10.04,14.89,9.43,43438,25.68,16.1,0.36,1.89,0.73,0.13,12.01,84.02,49.1,61.47,West
Idaho,2014,Idaho2014,Male,Prostate,898,98.82,190,24.93,0.252,817820,16.02,3.73,3.45,6.61,16.75,28.4,21.63,14.43,20.81,53.97,93.4,55.72,6.82,21.5,10.04,15.31,9.48,44418,25.42,16.69,0.4,1.99,0.81,0.14,12.35,83.36,49.18,61.47,West
Idaho,2015,Idaho2015,Male,Prostate,986,103.11,195,24.97,0.242,827894,14.94,3.75,3.64,6.77,17.11,28.83,22.4,15.56,22.07,53.71,101.27,55.55,5.36,21.43,10.04,15.85,9.31,45772,25.37,17.16,0.42,2.03,0.82,0.16,12.6,83.02,49.26,61.47,West
Idaho,2016,Idaho2016,Male,Prostate,1083,110.1,183,23.01,0.209,843658,15.61,3.83,3.56,6.8,15.18,28.68,21.42,15.0,18.36,53.61,109.05,54.36,4.68,20.55,7.21,16.16,9.24,46685,25.16,17.73,0.44,2.07,0.86,0.17,12.77,82.77,49.34,61.47,West
Idaho,2017,Idaho2017,Male,Prostate,1253,120.23,164,20.02,0.166,861715,16.51,3.87,3.9,6.89,15.13,29.19,22.41,15.89,15.27,52.4,113.37,54.36,19.76,7.21,16.09,16.09,9.22,48010,25.08,18.18,0.45,2.13,0.85,0.18,12.94,82.5,49.23,61.47,West
Idaho,2018,Idaho2018,Male,Prostate,1285,118.73,203,22.97,0.193,878348,16.51,3.87,3.9,6.83,15.13,28.88,21.31,15.89,13.97,52.94,115.91,35.23,3.63,17.91,7.63,15.77,9.07,50080,25.03,18.6,0.47,2.13,0.89,0.18,13.05,82.29,49.21,61.47,West
Idaho,2019,Idaho2019,Male,Prostate,1451,129.4,182,19.61,0.152,897065,14.57,3.63,3.6,6.79,14.35,29.3,20.8,16.59,11.81,65.93,208.47,39.0,2.84,14.2,7.4,15.12,8.9,55524,25.48,15.86,0.74,1.74,1.59,0.22,12.71,81.74,49.89,29.42,West
Idaho,2020,Idaho2020,Male,Prostate,1345,115.04,191,20.36,0.177,916124,15.11,3.74,3.97,6.85,14.96,29.0,20.4,17.1,13.14,65.44,217.79,40.0,2.91,12.7,6.6,14.44,9.3,60830,25.08,16.27,0.76,1.74,1.55,0.22,12.84,81.6,49.87,29.42,West
Illinois,2010,Illinois2010,Male,Prostate,8734,138.4,1171,22.59,0.163,6297110,14.39,3.58,3.15,7.63,21.25,27.3,26.58,16.56,16.07,50.43,42.16,64.15,9.89,17.88,0.81,26.21,8.8,47513,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2011,Illinois2011,Male,Prostate,8964,138.5,1117,21.04,0.152,6311920,14.31,3.45,3.14,7.79,19.79,29.13,29.08,16.47,13.25,52.49,11.89,65.53,10.19,19.55,0.81,25.33,9.05,46712,22.71,16.16,5.14,0.27,1.01,0.01,4.07,89.5,50.1,50.97,Midwest
Illinois,2012,Illinois2012,Male,Prostate,7941,118.43,1152,21.19,0.179,6320211,13.8,3.35,3.03,7.83,18.48,29.11,29.04,15.91,13.3,48.45,18.66,65.02,9.37,20.58,12.33,25.53,9.05,47874,22.46,16.45,5.12,0.34,1.14,0.04,4.63,87.8,50.02,50.71,Midwest
Illinois,2013,Illinois2013,Male,Prostate,7684,111.85,1087,19.31,0.173,6329266,14.99,3.52,3.08,7.79,21.29,29.86,27.86,19.44,12.51,48.12,76.83,63.64,8.82,20.22,12.61,11.65,9.67,48904,22.24,17.02,4.94,0.34,1.09,0.04,4.47,88.2,49.99,51.09,Midwest
Illinois,2014,Illinois2014,Male,Prostate,7676,108.94,1166,20.21,0.185,6324583,14.99,3.52,3.08,7.84,21.29,30.6,27.09,19.44,12.32,47.47,104.12,63.85,9.16,20.91,12.61,11.96,10.29,49491,22.03,17.38,5.06,0.35,1.19,0.04,4.71,87.64,49.93,51.09,Midwest
Illinois,2015,Illinois2015,Male,Prostate,8082,112.2,1190,20.13,0.179,6314089,14.08,3.54,3.5,7.75,16.09,30.95,26.33,20.28,12.09,47.51,111.8,64.1,7.07,20.15,12.61,12.01,9.85,50953,21.8,17.81,5.12,0.36,1.23,0.04,4.82,87.39,49.93,51.09,Midwest
Illinois,2016,Illinois2016,Male,Prostate,8197,111.78,1239,20.39,0.182,6297836,14.18,3.63,3.6,7.65,15.66,29.97,24.33,19.3,8.99,46.78,125.33,62.38,6.15,20.19,10.61,11.99,10.51,52188,21.71,18.18,5.18,0.37,1.28,0.04,4.93,87.12,49.9,51.09,Midwest
Illinois,2017,Illinois2017,Male,Prostate,8836,118.38,1273,20.65,0.174,6278554,15.57,3.88,3.66,7.59,16.29,29.32,24.78,20.53,6.17,47.96,137.74,62.38,19.22,10.61,11.98,11.98,10.28,52986,21.62,18.55,5.16,0.38,1.29,0.04,4.99,87.02,49.83,51.09,Midwest
Illinois,2018,Illinois2018,Male,Prostate,9061,119.13,1173,18.63,0.156,6252095,15.57,3.88,3.66,7.68,16.29,29.95,24.02,20.53,5.95,48.57,152.19,42.6,4.99,18.88,11.49,11.79,10.11,54946,21.59,18.94,5.21,0.4,1.32,0.05,5.12,86.77,49.83,51.09,Midwest
Illinois,2019,Illinois2019,Male,Prostate,9133,118.69,1208,18.75,0.158,6223897,17.2,3.75,3.84,8.31,15.46,29.7,22.3,21.44,7.89,80.0,229.6,43.0,4.3,16.2,11.5,17.32,9.9,65063,22.43,15.64,14.06,0.59,5.88,0.07,17.38,61.01,50.86,11.51,Midwest
Illinois,2020,Illinois2020,Male,Prostate,8338,107.16,1261,19.01,0.177,6185306,15.92,3.58,3.8,8.35,15.88,29.7,21.6,21.54,8.12,80.57,245.29,43.0,3.97,15.6,8.7,16.91,9.9,69212,22.24,16.12,14.07,0.6,5.9,0.07,17.52,60.79,50.86,11.51,Midwest
Indiana,2010,Indiana2010,Male,Prostate,3658,110.74,589,22.12,0.2,3193173,17.37,3.81,3.63,7.62,25.39,29.65,28.19,14.8,14.93,54.33,26.2,60.65,10.6,17.16,1.52,26.87,10.1,47916,24.16,14.3,2.77,0.28,0.78,0.02,3.22,92.93,50.26,54.82,Midwest
Indiana,2011,Indiana2011,Male,Prostate,3809,111.72,583,21.25,0.19,3206957,17.22,3.77,3.66,7.66,24.62,31.4,28.85,14.61,16.53,56.16,14.59,63.41,10.44,20.47,1.52,26.17,10.59,45548,24.16,14.3,2.77,0.28,0.78,0.02,3.22,92.93,50.26,54.82,Midwest
Indiana,2012,Indiana2012,Male,Prostate,3456,98.62,607,21.44,0.217,3219531,17.22,3.82,3.71,7.72,24.05,31.39,28.83,14.97,16.87,49.75,18.07,62.44,9.11,20.91,13.0,26.35,10.58,46444,24.03,14.79,2.71,0.33,0.85,0.04,3.59,91.52,50.29,54.16,Midwest
Indiana,2013,Indiana2013,Male,Prostate,3451,96.08,569,19.95,0.208,3236108,17.2,3.83,3.74,7.71,24.02,31.7,29.33,15.53,16.48,49.69,67.02,60.28,8.48,20.62,13.54,11.94,10.95,47461,23.78,15.36,2.56,0.33,0.85,0.04,3.53,91.74,50.27,54.45,Midwest
Indiana,2014,Indiana2014,Male,Prostate,3424,93.63,603,20.28,0.217,3249379,17.2,3.83,3.74,7.62,24.02,31.82,28.2,15.53,16.38,50.09,73.55,60.21,7.59,20.63,13.54,12.22,11.35,48152,23.57,15.74,2.67,0.35,0.94,0.05,3.74,91.23,50.23,54.45,Midwest
Indiana,2015,Indiana2015,Male,Prostate,3503,93.83,580,19.31,0.206,3258237,16.21,3.73,3.91,7.63,20.27,31.81,29.62,15.8,15.95,51.25,77.41,59.75,6.04,19.92,13.54,12.37,10.49,49449,23.38,16.14,2.72,0.35,0.99,0.05,3.83,91.0,50.2,54.45,Midwest
Indiana,2016,Indiana2016,Male,Prostate,3892,101.81,584,18.9,0.186,3271847,15.77,3.83,3.96,7.54,17.94,32.36,28.17,16.33,14.08,49.87,82.53,60.15,4.81,18.87,11.08,12.28,12.04,50967,23.23,16.52,2.76,0.36,1.06,0.05,3.92,90.76,50.18,54.45,Midwest
Indiana,2017,Indiana2017,Male,Prostate,4312,110.55,594,18.87,0.171,3283972,16.49,3.85,4.06,7.55,19.75,32.71,28.78,17.55,11.21,49.81,86.62,60.15,18.13,11.08,12.24,12.24,12.04,52606,23.09,16.92,2.75,0.37,1.1,0.05,3.99,90.61,50.16,54.45,Midwest
Indiana,2018,Indiana2018,Male,Prostate,4240,105.45,668,20.42,0.194,3303131,16.49,3.85,4.06,7.58,19.75,33.6,27.1,17.55,9.7,49.95,91.42,39.21,3.55,17.12,11.8,11.93,12.31,54123,22.97,17.32,2.79,0.39,1.15,0.05,4.14,90.33,50.13,54.45,Midwest
Indiana,2019,Indiana2019,Male,Prostate,4124,100.81,655,19.62,0.195,3319439,19.78,4.17,4.72,8.04,21.78,33.4,26.7,17.62,9.61,66.19,160.48,42.0,3.43,17.5,11.75,13.2,11.9,55725,23.43,15.77,9.49,0.41,2.47,0.07,7.1,78.85,50.68,27.56,Midwest
Indiana,2020,Indiana2020,Male,Prostate,4124,100.81,655,19.62,0.195,3319439,18.19,3.95,4.65,8.08,21.72,33.9,26.7,18.65,9.73,66.75,168.3,42.0,3.32,15.1,8.95,12.89,12.1,57617,23.29,16.13,9.59,0.42,2.6,0.07,7.27,78.41,50.68,27.56,Midwest
Iowa,2010,Iowa2010,Male,Prostate,2183,128.05,307,20.07,0.157,1510958,11.84,2.84,2.53,6.62,19.81,28.51,25.49,19.13,13.7,43.92,7.05,66.54,6.33,15.04,0.51,23.43,8.4,46541,23.4,17.78,1.01,0.36,0.8,0.02,3.59,94.21,50.38,62.44,Midwest
Iowa,2011,Iowa2011,Male,Prostate,2268,130.46,316,20.03,0.154,1520207,11.91,2.81,2.56,6.58,19.13,29.98,27.08,18.89,10.64,44.82,3.12,69.55,6.27,17.06,0.51,22.69,8.75,46475,23.4,17.78,1.01,0.36,0.8,0.02,3.59,94.21,50.38,62.44,Midwest
Iowa,2012,Iowa2012,Male,Prostate,1939,108.1,329,20.62,0.191,1526008,11.63,2.78,2.53,6.71,18.3,29.97,27.06,18.99,11.59,56.89,16.31,67.83,5.91,17.35,10.32,22.6,8.75,47423,23.37,18.01,1.13,0.41,0.94,0.07,4.04,92.66,50.29,61.07,Midwest
